sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
1Hz,120,DecisionTreeClassifier,0.973513,0.973513,0.973513,0.973513,0.947026,0.800000,133.907227,ExtraTreesClassifier,0.999172,0.999173,0.999172,0.999172,0.999091,0.973099,0.973162,0.973099,0.973111,0.963028
1Hz,120,DecisionTreeClassifier,0.959703,0.959704,0.959703,0.959703,0.919406,0.800000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999507,0.959503,0.959582,0.959503,0.959483,0.944634
1Hz,120,DecisionTreeClassifier,0.981984,0.982000,0.981984,0.981984,0.963984,0.100000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999537,0.981769,0.981823,0.981769,0.981764,0.975040
1Hz,120,DecisionTreeClassifier,0.975175,0.975175,0.975175,0.975175,0.950350,0.320000,133.907227,ExtraTreesClassifier,0.999431,0.999431,0.999431,0.999431,0.999382,0.974890,0.974922,0.974890,0.974895,0.965622
1Hz,120,DecisionTreeClassifier,0.989672,0.989672,0.989672,0.989672,0.979344,0.100000,133.907227,ExtraTreesClassifier,0.999144,0.999145,0.999144,0.999144,0.999075,0.989244,0.989258,0.989244,0.989246,0.985294
1Hz,120,DecisionTreeClassifier,0.964440,0.964440,0.964440,0.964440,0.928880,0.780000,133.907227,ExtraTreesClassifier,0.999162,0.999162,0.999162,0.999161,0.999091,0.964042,0.964064,0.964042,0.964009,0.950787
1Hz,120,DecisionTreeClassifier,0.937793,0.937794,0.937793,0.937793,0.875587,0.680000,133.907227,ExtraTreesClassifier,0.999166,0.999167,0.999166,0.999166,0.999100,0.937411,0.937582,0.937411,0.937401,0.914487
1Hz,120,DecisionTreeClassifier,0.992273,0.992273,0.992273,0.992273,0.984545,0.900000,133.907227,ExtraTreesClassifier,0.999410,0.999412,0.999410,0.999410,0.999362,0.991977,0.992000,0.991977,0.991982,0.989029
1Hz,120,DecisionTreeClassifier,0.964098,0.964098,0.964098,0.964098,0.928195,0.300000,133.907227,ExtraTreesClassifier,0.998280,0.998285,0.998280,0.998278,0.998143,0.963238,0.963348,0.963238,0.963256,0.949760
1Hz,120,DecisionTreeClassifier,0.978982,0.978982,0.978982,0.978982,0.957964,0.520000,133.907227,ExtraTreesClassifier,0.999463,0.999463,0.999463,0.999463,0.999419,0.978714,0.978721,0.978714,0.978710,0.970889
1Hz,120,DecisionTreeClassifier,0.975179,0.975187,0.975179,0.975179,0.950366,0.100000,133.907227,ExtraTreesClassifier,0.999251,0.999251,0.999251,0.999251,0.999191,0.974805,0.974837,0.974805,0.974799,0.965515
1Hz,120,DecisionTreeClassifier,0.977677,0.977677,0.977677,0.977677,0.955354,0.280000,133.907227,ExtraTreesClassifier,0.999530,0.999531,0.999530,0.999530,0.999491,0.977442,0.977466,0.977442,0.977448,0.969122
1Hz,120,DecisionTreeClassifier,0.960913,0.960914,0.960913,0.960912,0.921826,0.780000,133.907227,ExtraTreesClassifier,0.999332,0.999332,0.999332,0.999332,0.999279,0.960596,0.960668,0.960596,0.960605,0.946120
1Hz,120,DecisionTreeClassifier,0.970872,0.970872,0.970872,0.970872,0.941743,0.760000,133.907227,ExtraTreesClassifier,0.999572,0.999572,0.999572,0.999572,0.999536,0.970658,0.970702,0.970658,0.970655,0.959852
1Hz,120,DecisionTreeClassifier,0.991712,0.991765,0.991712,0.991712,0.983478,0.100000,133.907227,ExtraTreesClassifier,0.999823,0.999823,0.999823,0.999823,0.999808,0.991624,0.991669,0.991624,0.991602,0.988528
1Hz,120,DecisionTreeClassifier,0.987479,0.987522,0.987479,0.987478,0.975000,0.100000,133.907227,ExtraTreesClassifier,0.999572,0.999574,0.999572,0.999572,0.999537,0.987265,0.987295,0.987265,0.987238,0.982557
1Hz,120,DecisionTreeClassifier,0.956002,0.956002,0.956002,0.956002,0.912004,0.680000,133.907227,RandomForestClassifier,0.999786,0.999786,0.999786,0.999786,0.999768,0.955895,0.956030,0.955895,0.955909,0.939689
1Hz,120,DecisionTreeClassifier,0.976976,0.976977,0.976976,0.976976,0.953954,0.120000,133.907227,ExtraTreesClassifier,0.999145,0.999147,0.999145,0.999145,0.999074,0.976549,0.976592,0.976549,0.976547,0.967897
1Hz,120,DecisionTreeClassifier,0.981265,0.981270,0.981265,0.981265,0.962535,0.100000,133.907227,RandomForestClassifier,0.999312,0.999313,0.999312,0.999312,0.999248,0.980921,0.980953,0.980921,0.980914,0.973805
1Hz,120,DecisionTreeClassifier,0.976952,0.976952,0.976952,0.976952,0.953904,0.660000,133.907227,ExtraTreesClassifier,0.999141,0.999143,0.999141,0.999141,0.999072,0.976523,0.976553,0.976523,0.976517,0.967895
1Hz,120,DecisionTreeClassifier,0.975180,0.975180,0.975180,0.975180,0.950359,0.660000,133.907227,ExtraTreesClassifier,0.999303,0.999304,0.999303,0.999303,0.999248,0.974831,0.974892,0.974831,0.974817,0.965605
1Hz,120,DecisionTreeClassifier,0.979616,0.979616,0.979616,0.979616,0.959232,0.800000,133.907227,ExtraTreesClassifier,0.999892,0.999892,0.999892,0.999892,0.999883,0.979562,0.979582,0.979562,0.979547,0.972039
1Hz,120,DecisionTreeClassifier,0.947456,0.947456,0.947456,0.947456,0.894913,0.640000,133.907227,ExtraTreesClassifier,0.999241,0.999241,0.999241,0.999241,0.999181,0.947143,0.947145,0.947143,0.947094,0.927760
1Hz,120,DecisionTreeClassifier,0.949779,0.949779,0.949779,0.949779,0.899558,0.540000,133.907227,ExtraTreesClassifier,0.999379,0.999379,0.999379,0.999378,0.999322,0.949468,0.949905,0.949468,0.949574,0.930700
1Hz,120,DecisionTreeClassifier,0.979782,0.979792,0.979782,0.979782,0.959575,0.100000,133.907227,ExtraTreesClassifier,0.994986,0.995099,0.994986,0.994995,0.994575,0.977275,0.977351,0.977275,0.977264,0.968865
1Hz,120,DecisionTreeClassifier,0.973193,0.973193,0.973193,0.973193,0.946386,0.800000,133.907227,ExtraTreesClassifier,0.999408,0.999409,0.999408,0.999408,0.999361,0.972897,0.972935,0.972897,0.972898,0.962946
1Hz,120,DecisionTreeClassifier,0.966897,0.966897,0.966897,0.966897,0.933794,0.700000,133.907227,ExtraTreesClassifier,0.999781,0.999781,0.999781,0.999781,0.999763,0.966787,0.966857,0.966787,0.966799,0.954605
1Hz,120,DecisionTreeClassifier,0.935641,0.935643,0.935641,0.935641,0.871284,0.720000,133.907227,ExtraTreesClassifier,0.999512,0.999513,0.999512,0.999512,0.999472,0.935397,0.935636,0.935397,0.935445,0.911666
1Hz,120,DecisionTreeClassifier,0.953493,0.953493,0.953493,0.953493,0.906985,0.740000,133.907227,ExtraTreesClassifier,0.999216,0.999216,0.999216,0.999216,0.999150,0.953100,0.953229,0.953100,0.953136,0.935811
1Hz,120,DecisionTreeClassifier,0.970833,0.970833,0.970833,0.970833,0.941666,0.680000,133.907227,ExtraTreesClassifier,0.999464,0.999464,0.999464,0.999464,0.999421,0.970565,0.970657,0.970565,0.970536,0.959771
1Hz,120,DecisionTreeClassifier,0.962218,0.962218,0.962218,0.962218,0.924435,0.600000,133.907227,ExtraTreesClassifier,0.998283,0.998286,0.998283,0.998282,0.998144,0.961386,0.961523,0.961386,0.961404,0.947204
1Hz,120,DecisionTreeClassifier,0.974059,0.974059,0.974059,0.974059,0.948119,0.740000,133.907227,ExtraTreesClassifier,0.999625,0.999625,0.999625,0.999625,0.999595,0.973872,0.973928,0.973872,0.973870,0.964280
1Hz,135,DecisionTreeClassifier,0.973631,0.973634,0.973631,0.973631,0.947265,0.100000,133.907227,ExtraTreesClassifier,0.999409,0.999410,0.999409,0.999409,0.999351,0.973336,0.973413,0.973336,0.973339,0.963336
1Hz,135,DecisionTreeClassifier,0.960756,0.960756,0.960756,0.960756,0.921513,0.780000,133.907227,RandomForestClassifier,0.999601,0.999602,0.999601,0.999601,0.999569,0.960586,0.960644,0.960586,0.960588,0.946090
1Hz,135,DecisionTreeClassifier,0.980107,0.980107,0.980107,0.980107,0.960214,0.240000,133.907227,ExtraTreesClassifier,0.999357,0.999358,0.999357,0.999356,0.999305,0.979786,0.979853,0.979786,0.979783,0.972364
1Hz,135,DecisionTreeClassifier,0.979901,0.979901,0.979901,0.979901,0.959802,0.360000,133.907227,ExtraTreesClassifier,0.999374,0.999375,0.999374,0.999374,0.999320,0.979588,0.979592,0.979588,0.979583,0.972050
1Hz,135,DecisionTreeClassifier,0.988789,0.988789,0.988789,0.988789,0.977578,0.220000,133.907227,ExtraTreesClassifier,0.999732,0.999733,0.999732,0.999732,0.999711,0.988655,0.988685,0.988655,0.988663,0.984491
1Hz,135,DecisionTreeClassifier,0.964758,0.964758,0.964758,0.964758,0.929515,0.720000,133.907227,ExtraTreesClassifier,0.999240,0.999240,0.999240,0.999240,0.999176,0.964378,0.964415,0.964378,0.964359,0.951233
1Hz,135,DecisionTreeClassifier,0.954331,0.954331,0.954331,0.954331,0.908661,0.660000,133.907227,ExtraTreesClassifier,0.999340,0.999341,0.999340,0.999340,0.999288,0.954035,0.954164,0.954035,0.954036,0.937174
1Hz,135,DecisionTreeClassifier,0.990770,0.990770,0.990770,0.990770,0.981540,0.100000,133.907227,ExtraTreesClassifier,0.999732,0.999732,0.999732,0.999732,0.999710,0.990636,0.990659,0.990636,0.990639,0.987193
1Hz,135,DecisionTreeClassifier,0.970923,0.970923,0.970923,0.970923,0.941847,0.280000,133.907227,ExtraTreesClassifier,0.999785,0.999785,0.999785,0.999785,0.999768,0.970816,0.970857,0.970816,0.970802,0.960107
1Hz,135,DecisionTreeClassifier,0.982901,0.982901,0.982901,0.982901,0.965802,0.820000,133.907227,ExtraTreesClassifier,0.999463,0.999464,0.999463,0.999463,0.999419,0.982633,0.982646,0.982633,0.982624,0.976244
1Hz,135,DecisionTreeClassifier,0.979084,0.979102,0.979084,0.979084,0.958186,0.100000,133.907227,ExtraTreesClassifier,0.999465,0.999465,0.999465,0.999465,0.999422,0.978817,0.978850,0.978817,0.978812,0.970991
1Hz,135,DecisionTreeClassifier,0.978505,0.978505,0.978505,0.978505,0.957010,0.240000,133.907227,ExtraTreesClassifier,0.999527,0.999528,0.999527,0.999527,0.999487,0.978268,0.978334,0.978268,0.978281,0.970255
1Hz,135,DecisionTreeClassifier,0.962688,0.962688,0.962688,0.962688,0.925375,0.800000,133.907227,ExtraTreesClassifier,0.999824,0.999824,0.999824,0.999824,0.999810,0.962600,0.962728,0.962600,0.962618,0.948889
1Hz,135,DecisionTreeClassifier,0.983428,0.983428,0.983428,0.983428,0.966856,0.820000,133.907227,RandomForestClassifier,0.999572,0.999572,0.999572,0.999572,0.999536,0.983214,0.983237,0.983214,0.983200,0.977033
1Hz,135,DecisionTreeClassifier,0.990959,0.990988,0.990959,0.990959,0.981947,0.100000,133.907227,ExtraTreesClassifier,0.999557,0.999557,0.999557,0.999557,0.999520,0.990737,0.990751,0.990737,0.990721,0.987311
1Hz,135,DecisionTreeClassifier,0.987746,0.987770,0.987746,0.987746,0.975516,0.100000,133.907227,ExtraTreesClassifier,0.999465,0.999467,0.999465,0.999465,0.999422,0.987479,0.987519,0.987479,0.987468,0.982855
1Hz,135,DecisionTreeClassifier,0.954770,0.954771,0.954770,0.954770,0.909540,0.760000,133.907227,ExtraTreesClassifier,0.999786,0.999786,0.999786,0.999786,0.999768,0.954716,0.954801,0.954716,0.954737,0.938040
1Hz,135,DecisionTreeClassifier,0.983974,0.983984,0.983974,0.983974,0.967958,0.100000,133.907227,ExtraTreesClassifier,0.999359,0.999360,0.999359,0.999359,0.999306,0.983654,0.983674,0.983654,0.983650,0.977605
1Hz,135,DecisionTreeClassifier,0.982592,0.982593,0.982592,0.982592,0.965185,0.120000,133.907227,ExtraTreesClassifier,0.999705,0.999705,0.999705,0.999705,0.999678,0.982445,0.982500,0.982445,0.982457,0.975917
1Hz,135,DecisionTreeClassifier,0.981460,0.981460,0.981460,0.981460,0.962919,0.180000,133.907227,ExtraTreesClassifier,0.999034,0.999035,0.999034,0.999033,0.998956,0.980977,0.981005,0.980977,0.980975,0.973993
1Hz,135,DecisionTreeClassifier,0.979897,0.979897,0.979897,0.979897,0.959794,0.620000,133.907227,ExtraTreesClassifier,0.999196,0.999198,0.999196,0.999196,0.999132,0.979549,0.979613,0.979549,0.979549,0.972048
1Hz,135,DecisionTreeClassifier,0.979616,0.979616,0.979616,0.979616,0.959232,0.120000,133.907227,ExtraTreesClassifier,0.999892,0.999892,0.999892,0.999892,0.999883,0.979562,0.979590,0.979562,0.979553,0.972037
1Hz,135,DecisionTreeClassifier,0.954102,0.954102,0.954102,0.954102,0.908204,0.620000,133.907227,ExtraTreesClassifier,0.999502,0.999503,0.999502,0.999502,0.999463,0.953869,0.953916,0.953869,0.953807,0.936977
1Hz,135,DecisionTreeClassifier,0.959976,0.959976,0.959976,0.959976,0.919953,0.460000,133.907227,ExtraTreesClassifier,0.999606,0.999607,0.999606,0.999606,0.999571,0.959780,0.959935,0.959780,0.959824,0.944854
1Hz,135,DecisionTreeClassifier,0.982823,0.982833,0.982823,0.982823,0.965656,0.100000,133.907227,ExtraTreesClassifier,0.994772,0.994885,0.994772,0.994790,0.994342,0.980209,0.980263,0.980209,0.980196,0.972887
1Hz,135,DecisionTreeClassifier,0.975828,0.975828,0.975828,0.975828,0.951656,0.780000,133.907227,ExtraTreesClassifier,0.999408,0.999409,0.999408,0.999408,0.999361,0.975586,0.975681,0.975586,0.975616,0.966622
1Hz,135,DecisionTreeClassifier,0.971093,0.971093,0.971093,0.971093,0.942186,0.720000,133.907227,ExtraTreesClassifier,0.999561,0.999562,0.999561,0.999561,0.999526,0.970874,0.970900,0.970874,0.970869,0.960188
1Hz,135,DecisionTreeClassifier,0.951243,0.951243,0.951243,0.951243,0.902487,0.780000,133.907227,ExtraTreesClassifier,0.999573,0.999574,0.999573,0.999573,0.999538,0.951030,0.951033,0.951030,0.951014,0.932982
1Hz,135,DecisionTreeClassifier,0.966564,0.966564,0.966564,0.966564,0.933128,0.740000,133.907227,ExtraTreesClassifier,0.999477,0.999478,0.999477,0.999477,0.999433,0.966302,0.966392,0.966302,0.966313,0.953868
1Hz,135,DecisionTreeClassifier,0.976088,0.976088,0.976088,0.976088,0.952175,0.520000,133.907227,ExtraTreesClassifier,0.999714,0.999714,0.999714,0.999714,0.999691,0.975962,0.976002,0.975962,0.975956,0.967144
1Hz,135,DecisionTreeClassifier,0.968443,0.968443,0.968443,0.968443,0.936886,0.520000,133.907227,ExtraTreesClassifier,0.998766,0.998768,0.998766,0.998765,0.998666,0.967826,0.967977,0.967826,0.967847,0.956009
1Hz,135,DecisionTreeClassifier,0.978427,0.978427,0.978427,0.978427,0.956855,0.440000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999537,0.978213,0.978206,0.978213,0.978206,0.970211
1Hz,150,DecisionTreeClassifier,0.973986,0.973991,0.973986,0.973986,0.947977,0.100000,133.907227,ExtraTreesClassifier,0.999291,0.999292,0.999291,0.999291,0.999222,0.973631,0.973787,0.973631,0.973664,0.963743
1Hz,150,DecisionTreeClassifier,0.961753,0.961753,0.961753,0.961753,0.923506,0.820000,133.907227,ExtraTreesClassifier,0.999601,0.999602,0.999601,0.999601,0.999569,0.961554,0.961613,0.961554,0.961524,0.947404
1Hz,150,DecisionTreeClassifier,0.987185,0.987209,0.987185,0.987185,0.974394,0.100000,133.907227,RandomForestClassifier,0.999249,0.999252,0.999249,0.999249,0.999189,0.986863,0.986904,0.986863,0.986859,0.982013
1Hz,150,DecisionTreeClassifier,0.982605,0.982605,0.982605,0.982605,0.965211,0.640000,133.907227,ExtraTreesClassifier,0.999544,0.999545,0.999544,0.999544,0.999505,0.982378,0.982385,0.982378,0.982373,0.975871
1Hz,150,DecisionTreeClassifier,0.990475,0.990478,0.990475,0.990475,0.980953,0.100000,133.907227,ExtraTreesClassifier,0.999411,0.999412,0.999411,0.999411,0.999364,0.990180,0.990196,0.990180,0.990182,0.986566
1Hz,150,DecisionTreeClassifier,0.965696,0.965696,0.965696,0.965696,0.931392,0.760000,133.907227,ExtraTreesClassifier,0.999192,0.999192,0.999192,0.999192,0.999124,0.965313,0.965402,0.965313,0.965302,0.952520
1Hz,150,DecisionTreeClassifier,0.956832,0.956833,0.956832,0.956832,0.913665,0.700000,133.907227,ExtraTreesClassifier,0.999375,0.999375,0.999375,0.999375,0.999325,0.956519,0.956529,0.956519,0.956496,0.940551
1Hz,150,DecisionTreeClassifier,0.992514,0.992514,0.992514,0.992514,0.985028,0.700000,133.907227,ExtraTreesClassifier,0.999678,0.999678,0.999678,0.999678,0.999652,0.992353,0.992362,0.992353,0.992354,0.989541
1Hz,150,DecisionTreeClassifier,0.970762,0.970763,0.970762,0.970762,0.941525,0.280000,133.907227,ExtraTreesClassifier,0.999570,0.999572,0.999570,0.999570,0.999536,0.970547,0.970576,0.970547,0.970543,0.959727
1Hz,150,DecisionTreeClassifier,0.987303,0.987303,0.987303,0.987303,0.974607,0.480000,133.907227,ExtraTreesClassifier,0.999463,0.999463,0.999463,0.999463,0.999419,0.987035,0.987044,0.987035,0.987036,0.982267
1Hz,150,DecisionTreeClassifier,0.974323,0.974323,0.974323,0.974323,0.948647,0.740000,133.907227,ExtraTreesClassifier,0.999679,0.999680,0.999679,0.999679,0.999653,0.974163,0.974214,0.974163,0.974169,0.964673
1Hz,150,DecisionTreeClassifier,0.981596,0.981596,0.981596,0.981596,0.963192,0.260000,133.907227,ExtraTreesClassifier,0.999610,0.999611,0.999610,0.999610,0.999577,0.981401,0.981432,0.981401,0.981408,0.974540
1Hz,150,DecisionTreeClassifier,0.963918,0.963923,0.963918,0.963918,0.927841,0.780000,133.907227,ExtraTreesClassifier,0.999578,0.999578,0.999578,0.999578,0.999545,0.963707,0.963797,0.963707,0.963718,0.950455
1Hz,150,DecisionTreeClassifier,0.981099,0.981099,0.981099,0.981099,0.962197,0.320000,133.907227,ExtraTreesClassifier,0.999625,0.999625,0.999625,0.999625,0.999594,0.980911,0.980956,0.980911,0.980911,0.973885
1Hz,150,DecisionTreeClassifier,0.991535,0.991583,0.991535,0.991535,0.983118,0.100000,133.907227,ExtraTreesClassifier,0.999557,0.999557,0.999557,0.999557,0.999520,0.991314,0.991357,0.991314,0.991291,0.988103
1Hz,150,DecisionTreeClassifier,0.986890,0.986940,0.986890,0.986890,0.973830,0.100000,133.907227,ExtraTreesClassifier,0.999144,0.999150,0.999144,0.999142,0.999075,0.986462,0.986509,0.986462,0.986431,0.981456
1Hz,150,DecisionTreeClassifier,0.963826,0.963826,0.963826,0.963826,0.927653,0.760000,133.907227,ExtraTreesClassifier,1.000000,1.000000,1.000000,1.000000,1.000000,0.963826,0.964024,0.963826,0.963865,0.950535
1Hz,150,DecisionTreeClassifier,0.981571,0.981588,0.981571,0.981570,0.963159,0.100000,133.907227,ExtraTreesClassifier,0.999466,0.999467,0.999466,0.999466,0.999421,0.981357,0.981386,0.981357,0.981353,0.974448
1Hz,150,DecisionTreeClassifier,0.984117,0.984120,0.984117,0.984117,0.968237,0.100000,133.907227,ExtraTreesClassifier,0.999705,0.999706,0.999705,0.999705,0.999678,0.983969,0.984007,0.983969,0.983976,0.978002
1Hz,150,DecisionTreeClassifier,0.979018,0.979018,0.979018,0.979018,0.958036,0.380000,133.907227,RandomForestClassifier,0.999302,0.999304,0.999302,0.999302,0.999246,0.978696,0.978734,0.978696,0.978694,0.970874
1Hz,150,DecisionTreeClassifier,0.980969,0.980969,0.980969,0.980969,0.961939,0.800000,133.907227,ExtraTreesClassifier,0.999571,0.999571,0.999571,0.999571,0.999537,0.980755,0.980760,0.980755,0.980743,0.973686
1Hz,150,DecisionTreeClassifier,0.978268,0.978268,0.978268,0.978268,0.956536,0.840000,133.907227,ExtraTreesClassifier,0.999569,0.999567,0.999569,0.999568,0.999533,0.978052,0.978083,0.978052,0.978044,0.969981
1Hz,150,DecisionTreeClassifier,0.952993,0.952993,0.952993,0.952993,0.905986,0.720000,133.907227,ExtraTreesClassifier,0.999533,0.999533,0.999533,0.999533,0.999496,0.952793,0.952840,0.952793,0.952751,0.935511
1Hz,150,DecisionTreeClassifier,0.966659,0.966659,0.966659,0.966659,0.933317,0.280000,133.907227,ExtraTreesClassifier,0.999521,0.999522,0.999521,0.999521,0.999479,0.966419,0.966531,0.966419,0.966436,0.953960
1Hz,150,DecisionTreeClassifier,0.983410,0.983451,0.983410,0.983409,0.966861,0.100000,133.907227,ExtraTreesClassifier,0.994986,0.995079,0.994986,0.994998,0.994573,0.980903,0.980994,0.980903,0.980871,0.973814
1Hz,150,DecisionTreeClassifier,0.977361,0.977361,0.977361,0.977361,0.954721,0.680000,133.907227,ExtraTreesClassifier,0.998978,0.998981,0.998978,0.998978,0.998897,0.976850,0.976929,0.976850,0.976863,0.968355
1Hz,150,DecisionTreeClassifier,0.972464,0.972465,0.972464,0.972464,0.944929,0.320000,133.907227,ExtraTreesClassifier,0.999835,0.999836,0.999835,0.999835,0.999822,0.972382,0.972439,0.972382,0.972390,0.962243
1Hz,150,DecisionTreeClassifier,0.953194,0.953199,0.953194,0.953193,0.906393,0.760000,133.907227,ExtraTreesClassifier,0.999634,0.999635,0.999634,0.999634,0.999604,0.953011,0.953057,0.953011,0.953001,0.935781
1Hz,150,DecisionTreeClassifier,0.964682,0.964683,0.964682,0.964682,0.929365,0.820000,133.907227,RandomForestClassifier,0.999268,0.999269,0.999268,0.999268,0.999207,0.964316,0.964442,0.964316,0.964340,0.951134
1Hz,150,DecisionTreeClassifier,0.973693,0.973695,0.973693,0.973693,0.947387,0.800000,133.907227,ExtraTreesClassifier,0.999571,0.999571,0.999571,0.999571,0.999537,0.973496,0.973619,0.973496,0.973493,0.963751
1Hz,150,DecisionTreeClassifier,0.973032,0.973032,0.973032,0.973032,0.946063,0.540000,133.907227,ExtraTreesClassifier,0.999034,0.999036,0.999034,0.999034,0.998956,0.972549,0.972679,0.972549,0.972559,0.962471
1Hz,150,DecisionTreeClassifier,0.980330,0.980330,0.980330,0.980330,0.960660,0.760000,133.907227,RandomForestClassifier,0.999410,0.999411,0.999410,0.999410,0.999363,0.980062,0.980073,0.980062,0.980053,0.972737
1Hz,165,DecisionTreeClassifier,0.979130,0.979130,0.979130,0.979130,0.958260,0.100000,133.907227,ExtraTreesClassifier,0.998818,0.998820,0.998818,0.998817,0.998703,0.978538,0.978597,0.978538,0.978548,0.970508
1Hz,165,DecisionTreeClassifier,0.968246,0.968246,0.968246,0.968246,0.936493,0.840000,133.907227,RandomForestClassifier,0.999601,0.999602,0.999601,0.999601,0.999569,0.968075,0.968121,0.968075,0.968075,0.956333
1Hz,165,DecisionTreeClassifier,0.986971,0.987000,0.986971,0.986970,0.973971,0.100000,133.907227,ExtraTreesClassifier,0.999571,0.999572,0.999571,0.999571,0.999537,0.986756,0.986824,0.986756,0.986751,0.981865
