sample_rate,window_minutes,binary_model,binary_accuracy,binary_precision,binary_recall,binary_f1,binary_mcc,binary_threshold,binary_size_kb,multiclass_model,multiclass_accuracy,multiclass_precision,multiclass_recall,multiclass_f1,multiclass_mcc,combined_accuracy,combined_precision,combined_recall,combined_f1,combined_mcc
0.5Hz,15,DecisionTreeClassifier,0.901137,0.901137,0.901137,0.901137,0.802274,0.740000,133.907227,ExtraTreesClassifier,0.995545,0.995621,0.995545,0.995553,0.995193,0.898986,0.899123,0.898986,0.898584,0.861933
0.5Hz,15,DecisionTreeClassifier,0.873697,0.873703,0.873697,0.873696,0.747400,0.660000,133.907227,ExtraTreesClassifier,0.992767,0.992814,0.992767,0.992770,0.992195,0.870325,0.870271,0.870325,0.869908,0.822548
0.5Hz,15,DecisionTreeClassifier,0.846862,0.846868,0.846862,0.846861,0.693730,0.620000,133.907227,ExtraTreesClassifier,0.993218,0.993277,0.993218,0.993236,0.992684,0.843653,0.844044,0.843653,0.843584,0.786622
0.5Hz,15,DecisionTreeClassifier,0.847975,0.848002,0.847975,0.847973,0.695978,0.620000,133.907227,ExtraTreesClassifier,0.996419,0.996428,0.996419,0.996408,0.996130,0.846362,0.846942,0.846362,0.846333,0.790506
0.5Hz,15,DecisionTreeClassifier,0.863177,0.863178,0.863177,0.863177,0.726356,0.640000,133.907227,ExtraTreesClassifier,0.995601,0.995601,0.995601,0.995599,0.995251,0.861120,0.861092,0.861120,0.860989,0.810280
0.5Hz,15,DecisionTreeClassifier,0.882894,0.882894,0.882894,0.882894,0.765788,0.620000,133.907227,ExtraTreesClassifier,0.996579,0.996584,0.996579,0.996576,0.996306,0.881183,0.881010,0.881183,0.880930,0.837629
0.5Hz,15,DecisionTreeClassifier,0.843334,0.843339,0.843334,0.843334,0.686673,0.600000,133.907227,ExtraTreesClassifier,0.994189,0.994200,0.994189,0.994186,0.993733,0.840871,0.840764,0.840871,0.840611,0.782816
0.5Hz,15,DecisionTreeClassifier,0.812792,0.812802,0.812792,0.812790,0.625594,0.600000,133.907227,ExtraTreesClassifier,0.987233,0.987384,0.987233,0.987241,0.986239,0.807389,0.807047,0.807389,0.807008,0.736329
0.5Hz,15,DecisionTreeClassifier,0.862620,0.862621,0.862620,0.862620,0.725241,0.720000,133.907227,ExtraTreesClassifier,0.995984,0.996016,0.995984,0.995987,0.995667,0.860856,0.861038,0.860856,0.860764,0.809726
0.5Hz,15,DecisionTreeClassifier,0.822048,0.822054,0.822048,0.822047,0.644102,0.580000,133.907227,ExtraTreesClassifier,0.992354,0.992451,0.992354,0.992375,0.991753,0.818508,0.818928,0.818508,0.818418,0.752330
0.5Hz,15,DecisionTreeClassifier,0.863841,0.863882,0.863841,0.863837,0.727723,0.620000,133.907227,ExtraTreesClassifier,0.993248,0.993286,0.993248,0.993251,0.992706,0.861001,0.860882,0.861001,0.860744,0.809309
0.5Hz,30,DecisionTreeClassifier,0.918843,0.918844,0.918843,0.918843,0.837688,0.740000,133.907227,ExtraTreesClassifier,0.997158,0.997166,0.997158,0.997158,0.996932,0.917422,0.917391,0.917422,0.917308,0.887186
0.5Hz,30,DecisionTreeClassifier,0.892969,0.892972,0.892969,0.892969,0.785941,0.700000,133.907227,ExtraTreesClassifier,0.994903,0.994943,0.994903,0.994908,0.994500,0.890617,0.890779,0.890617,0.890472,0.850385
0.5Hz,30,DecisionTreeClassifier,0.859961,0.859962,0.859961,0.859960,0.719923,0.620000,133.907227,ExtraTreesClassifier,0.996882,0.996902,0.996882,0.996887,0.996636,0.858568,0.858936,0.858568,0.858582,0.806570
0.5Hz,30,DecisionTreeClassifier,0.868720,0.868744,0.868720,0.868718,0.737464,0.640000,133.907227,ExtraTreesClassifier,0.998059,0.998058,0.998059,0.998056,0.997902,0.867830,0.868199,0.867830,0.867810,0.819742
0.5Hz,30,DecisionTreeClassifier,0.872240,0.872243,0.872240,0.872240,0.744483,0.620000,133.907227,ExtraTreesClassifier,0.997719,0.997737,0.997719,0.997721,0.997538,0.871161,0.871311,0.871161,0.871074,0.824039
0.5Hz,30,DecisionTreeClassifier,0.901176,0.901179,0.901176,0.901176,0.802355,0.580000,133.907227,ExtraTreesClassifier,0.998076,0.998079,0.998076,0.998075,0.997922,0.900321,0.900279,0.900321,0.900169,0.863850
0.5Hz,30,DecisionTreeClassifier,0.862605,0.862622,0.862605,0.862603,0.725227,0.640000,133.907227,ExtraTreesClassifier,0.997095,0.997099,0.997095,0.997095,0.996866,0.861342,0.861755,0.861342,0.861248,0.810956
0.5Hz,30,DecisionTreeClassifier,0.826175,0.826182,0.826175,0.826175,0.652357,0.600000,133.907227,ExtraTreesClassifier,0.993113,0.993136,0.993113,0.993110,0.992574,0.823014,0.822679,0.823014,0.822628,0.758506
0.5Hz,30,DecisionTreeClassifier,0.874525,0.874555,0.874525,0.874523,0.749080,0.720000,133.907227,ExtraTreesClassifier,0.997938,0.997942,0.997938,0.997938,0.997774,0.873575,0.873918,0.873575,0.873495,0.826746
0.5Hz,30,DecisionTreeClassifier,0.828398,0.828414,0.828398,0.828396,0.656813,0.580000,133.907227,ExtraTreesClassifier,0.996885,0.996896,0.996885,0.996885,0.996639,0.827014,0.827530,0.827014,0.826855,0.764135
0.5Hz,30,DecisionTreeClassifier,0.880318,0.880321,0.880318,0.880318,0.760639,0.620000,133.907227,ExtraTreesClassifier,0.994695,0.994733,0.994695,0.994704,0.994268,0.877934,0.877962,0.877934,0.877706,0.832954
0.5Hz,45,DecisionTreeClassifier,0.923683,0.923691,0.923683,0.923682,0.847373,0.780000,133.907227,ExtraTreesClassifier,0.997158,0.997170,0.997158,0.997157,0.996932,0.922377,0.922467,0.922377,0.922169,0.893759
0.5Hz,45,DecisionTreeClassifier,0.901455,0.901455,0.901455,0.901455,0.802909,0.700000,133.907227,ExtraTreesClassifier,0.997576,0.997589,0.997576,0.997574,0.997384,0.900390,0.900441,0.900390,0.900168,0.863822
0.5Hz,45,DecisionTreeClassifier,0.867893,0.867908,0.867893,0.867891,0.735801,0.600000,133.907227,ExtraTreesClassifier,0.997336,0.997354,0.997336,0.997339,0.997126,0.866788,0.867160,0.866788,0.866802,0.818325
0.5Hz,45,DecisionTreeClassifier,0.878094,0.878095,0.878094,0.878094,0.756189,0.620000,133.907227,ExtraTreesClassifier,0.998216,0.998215,0.998216,0.998215,0.998071,0.877283,0.877581,0.877283,0.877232,0.832270
0.5Hz,45,DecisionTreeClassifier,0.884725,0.884744,0.884725,0.884724,0.769469,0.660000,133.907227,ExtraTreesClassifier,0.998208,0.998212,0.998208,0.998208,0.998065,0.883910,0.884085,0.883910,0.883862,0.841681
0.5Hz,45,DecisionTreeClassifier,0.918318,0.918318,0.918318,0.918318,0.836636,0.640000,133.907227,ExtraTreesClassifier,0.996864,0.996875,0.996864,0.996864,0.996614,0.916821,0.916891,0.916821,0.916781,0.886317
0.5Hz,45,DecisionTreeClassifier,0.867820,0.867822,0.867820,0.867820,0.735642,0.620000,133.907227,ExtraTreesClassifier,0.998189,0.998194,0.998189,0.998190,0.998047,0.867041,0.867549,0.867041,0.867067,0.818207
0.5Hz,45,DecisionTreeClassifier,0.842753,0.842753,0.842753,0.842753,0.685506,0.600000,133.907227,ExtraTreesClassifier,0.994965,0.994977,0.994965,0.994964,0.994570,0.840566,0.840508,0.840566,0.840435,0.782217
0.5Hz,45,DecisionTreeClassifier,0.890942,0.890950,0.890942,0.890942,0.781892,0.720000,133.907227,ExtraTreesClassifier,0.998643,0.998645,0.998643,0.998643,0.998535,0.890291,0.890575,0.890291,0.890268,0.850272
0.5Hz,45,DecisionTreeClassifier,0.846712,0.846714,0.846712,0.846712,0.693426,0.620000,133.907227,ExtraTreesClassifier,0.997357,0.997363,0.997357,0.997356,0.997148,0.845532,0.846218,0.845532,0.845416,0.788749
0.5Hz,45,DecisionTreeClassifier,0.886400,0.886401,0.886400,0.886400,0.772801,0.620000,133.907227,ExtraTreesClassifier,0.995017,0.995103,0.995017,0.995028,0.994619,0.884096,0.884375,0.884096,0.884036,0.841445
0.5Hz,60,DecisionTreeClassifier,0.931134,0.931134,0.931134,0.931134,0.862268,0.720000,133.907227,ExtraTreesClassifier,0.997542,0.997552,0.997542,0.997542,0.997347,0.929943,0.930075,0.929943,0.929830,0.904225
0.5Hz,60,DecisionTreeClassifier,0.911909,0.911909,0.911909,0.911909,0.823818,0.740000,133.907227,ExtraTreesClassifier,0.997963,0.997967,0.997963,0.997963,0.997801,0.910956,0.910998,0.910956,0.910665,0.878274
0.5Hz,60,DecisionTreeClassifier,0.877081,0.877087,0.877081,0.877081,0.754168,0.620000,133.907227,ExtraTreesClassifier,0.997154,0.997163,0.997154,0.997156,0.996930,0.875810,0.876081,0.875810,0.875811,0.830076
0.5Hz,60,DecisionTreeClassifier,0.886332,0.886332,0.886332,0.886332,0.772664,0.620000,133.907227,ExtraTreesClassifier,0.998862,0.998863,0.998862,0.998861,0.998770,0.885860,0.886378,0.885860,0.885865,0.843924
0.5Hz,60,DecisionTreeClassifier,0.892464,0.892464,0.892464,0.892464,0.784929,0.660000,133.907227,ExtraTreesClassifier,0.998371,0.998378,0.998371,0.998372,0.998241,0.891670,0.891856,0.891670,0.891668,0.851884
0.5Hz,60,DecisionTreeClassifier,0.920599,0.920603,0.920599,0.920599,0.841202,0.680000,133.907227,ExtraTreesClassifier,0.998361,0.998369,0.998361,0.998360,0.998230,0.919779,0.919952,0.919779,0.919783,0.890449
0.5Hz,60,DecisionTreeClassifier,0.880879,0.880885,0.880879,0.880879,0.761764,0.640000,133.907227,ExtraTreesClassifier,0.998189,0.998193,0.998189,0.998190,0.998047,0.880016,0.880381,0.880016,0.880031,0.835853
0.5Hz,60,DecisionTreeClassifier,0.851677,0.851679,0.851677,0.851676,0.703356,0.620000,133.907227,ExtraTreesClassifier,0.996805,0.996811,0.996805,0.996805,0.996554,0.850221,0.850044,0.850221,0.850049,0.795518
0.5Hz,60,DecisionTreeClassifier,0.900521,0.900529,0.900521,0.900520,0.801050,0.720000,133.907227,ExtraTreesClassifier,0.999349,0.999349,0.999349,0.999349,0.999297,0.900250,0.900446,0.900250,0.900242,0.863471
0.5Hz,60,DecisionTreeClassifier,0.856896,0.856912,0.856896,0.856894,0.713807,0.560000,133.907227,ExtraTreesClassifier,0.998269,0.998271,0.998269,0.998269,0.998132,0.856140,0.856440,0.856140,0.856093,0.803811
0.5Hz,60,DecisionTreeClassifier,0.914425,0.914428,0.914425,0.914425,0.828853,0.600000,133.907227,ExtraTreesClassifier,0.995820,0.995871,0.995820,0.995829,0.995485,0.912389,0.912370,0.912389,0.912248,0.880293
0.5Hz,75,DecisionTreeClassifier,0.940198,0.940198,0.940198,0.940198,0.880396,0.820000,133.907227,ExtraTreesClassifier,0.997772,0.997787,0.997772,0.997773,0.997596,0.939084,0.939240,0.939084,0.939016,0.916734
0.5Hz,75,DecisionTreeClassifier,0.919456,0.919457,0.919456,0.919456,0.838912,0.720000,133.907227,ExtraTreesClassifier,0.998518,0.998519,0.998518,0.998517,0.998400,0.918731,0.918674,0.918731,0.918601,0.888871
0.5Hz,75,DecisionTreeClassifier,0.884862,0.884868,0.884862,0.884862,0.769730,0.620000,133.907227,ExtraTreesClassifier,0.998123,0.998124,0.998123,0.998123,0.997975,0.884060,0.884289,0.884060,0.884071,0.841749
0.5Hz,75,DecisionTreeClassifier,0.894272,0.894273,0.894272,0.894272,0.788545,0.600000,133.907227,ExtraTreesClassifier,0.998630,0.998630,0.998630,0.998630,0.998519,0.893620,0.893803,0.893620,0.893580,0.854537
0.5Hz,75,DecisionTreeClassifier,0.895703,0.895706,0.895703,0.895702,0.791408,0.620000,133.907227,ExtraTreesClassifier,0.998615,0.998616,0.998615,0.998615,0.998505,0.895010,0.895112,0.895010,0.894994,0.856609
0.5Hz,75,DecisionTreeClassifier,0.923984,0.923985,0.923984,0.923984,0.847969,0.600000,133.907227,ExtraTreesClassifier,0.998503,0.998505,0.998503,0.998503,0.998383,0.923307,0.923381,0.923307,0.923268,0.895129
0.5Hz,75,DecisionTreeClassifier,0.891406,0.891407,0.891406,0.891406,0.782813,0.620000,133.907227,ExtraTreesClassifier,0.998358,0.998360,0.998358,0.998358,0.998229,0.890669,0.890944,0.890669,0.890624,0.850539
0.5Hz,75,DecisionTreeClassifier,0.851632,0.851632,0.851632,0.851632,0.703263,0.580000,133.907227,ExtraTreesClassifier,0.996533,0.996543,0.996533,0.996534,0.996262,0.850137,0.850239,0.850137,0.850078,0.795192
0.5Hz,75,DecisionTreeClassifier,0.904624,0.904681,0.904624,0.904620,0.809304,0.740000,133.907227,ExtraTreesClassifier,0.998806,0.998807,0.998806,0.998806,0.998711,0.904108,0.904558,0.904108,0.904202,0.869460
0.5Hz,75,DecisionTreeClassifier,0.857729,0.857729,0.857729,0.857729,0.715459,0.600000,133.907227,ExtraTreesClassifier,0.998490,0.998492,0.998490,0.998490,0.998370,0.857084,0.857315,0.857084,0.857045,0.804686
0.5Hz,75,DecisionTreeClassifier,0.914613,0.914613,0.914613,0.914613,0.829226,0.600000,133.907227,ExtraTreesClassifier,0.996035,0.996072,0.996035,0.996041,0.995716,0.912737,0.912820,0.912737,0.912658,0.880739
0.5Hz,90,DecisionTreeClassifier,0.940813,0.940814,0.940813,0.940813,0.881627,0.780000,133.907227,ExtraTreesClassifier,0.998233,0.998237,0.998233,0.998233,0.998093,0.939968,0.940183,0.939968,0.939952,0.917989
0.5Hz,90,DecisionTreeClassifier,0.924419,0.924425,0.924419,0.924418,0.848843,0.720000,133.907227,ExtraTreesClassifier,0.998414,0.998416,0.998414,0.998414,0.998288,0.923659,0.923699,0.923659,0.923549,0.895536
0.5Hz,90,DecisionTreeClassifier,0.886104,0.886105,0.886104,0.886103,0.772209,0.600000,133.907227,ExtraTreesClassifier,0.998123,0.998126,0.998123,0.998122,0.997975,0.885271,0.885330,0.885271,0.885190,0.843109
0.5Hz,90,DecisionTreeClassifier,0.895421,0.895421,0.895421,0.895421,0.790842,0.660000,133.907227,ExtraTreesClassifier,0.998953,0.998954,0.998953,0.998953,0.998868,0.894963,0.895223,0.894963,0.894953,0.856340
0.5Hz,90,DecisionTreeClassifier,0.894481,0.894487,0.894481,0.894480,0.788968,0.680000,133.907227,ExtraTreesClassifier,0.999267,0.999267,0.999267,0.999267,0.999208,0.894134,0.894214,0.894134,0.894068,0.855097
0.5Hz,90,DecisionTreeClassifier,0.918603,0.918603,0.918603,0.918603,0.837206,0.640000,133.907227,ExtraTreesClassifier,0.998860,0.998860,0.998860,0.998859,0.998768,0.918211,0.918418,0.918211,0.918217,0.888202
0.5Hz,90,DecisionTreeClassifier,0.897507,0.897510,0.897507,0.897507,0.795018,0.600000,133.907227,ExtraTreesClassifier,0.998400,0.998402,0.998400,0.998400,0.998274,0.896833,0.897400,0.896833,0.896775,0.858917
0.5Hz,90,DecisionTreeClassifier,0.857118,0.857122,0.857118,0.857117,0.714240,0.520000,133.907227,ExtraTreesClassifier,0.996994,0.997000,0.996994,0.996995,0.996758,0.855791,0.855990,0.855791,0.855796,0.803180
0.5Hz,90,DecisionTreeClassifier,0.912411,0.912413,0.912411,0.912411,0.824825,0.760000,133.907227,ExtraTreesClassifier,0.998209,0.998212,0.998209,0.998209,0.998067,0.911543,0.911817,0.911543,0.911618,0.879192
0.5Hz,90,DecisionTreeClassifier,0.855464,0.855469,0.855464,0.855463,0.710933,0.620000,133.907227,ExtraTreesClassifier,0.998427,0.998429,0.998427,0.998427,0.998302,0.854740,0.854927,0.854740,0.854684,0.801219
0.5Hz,90,DecisionTreeClassifier,0.910192,0.910211,0.910192,0.910191,0.820402,0.620000,133.907227,ExtraTreesClassifier,0.997106,0.997119,0.997106,0.997109,0.996873,0.908825,0.909082,0.908825,0.908828,0.875602
0.5Hz,105,DecisionTreeClassifier,0.944462,0.944462,0.944462,0.944461,0.888924,0.740000,133.907227,ExtraTreesClassifier,0.998540,0.998543,0.998540,0.998540,0.998425,0.943770,0.943962,0.943770,0.943725,0.923174
0.5Hz,105,DecisionTreeClassifier,0.903562,0.903571,0.903562,0.903562,0.807133,0.720000,133.907227,ExtraTreesClassifier,0.998651,0.998651,0.998651,0.998651,0.998544,0.902917,0.903193,0.902917,0.902803,0.867129
0.5Hz,105,DecisionTreeClassifier,0.903240,0.903248,0.903240,0.903239,0.806488,0.600000,133.907227,ExtraTreesClassifier,0.998457,0.998458,0.998457,0.998457,0.998335,0.902574,0.902684,0.902574,0.902571,0.867044
0.5Hz,105,DecisionTreeClassifier,0.889598,0.889605,0.889598,0.889597,0.779203,0.640000,133.907227,ExtraTreesClassifier,0.998655,0.998656,0.998655,0.998655,0.998546,0.889073,0.889306,0.889073,0.889108,0.848116
0.5Hz,105,DecisionTreeClassifier,0.893653,0.893665,0.893653,0.893652,0.787318,0.700000,133.907227,ExtraTreesClassifier,0.998843,0.998843,0.998843,0.998843,0.998749,0.893125,0.893571,0.893125,0.893169,0.854100
0.5Hz,105,DecisionTreeClassifier,0.940128,0.940129,0.940128,0.940128,0.880258,0.600000,133.907227,ExtraTreesClassifier,0.998503,0.998505,0.998503,0.998504,0.998383,0.939416,0.939534,0.939416,0.939402,0.917141
0.5Hz,105,DecisionTreeClassifier,0.910603,0.910603,0.910603,0.910603,0.821206,0.580000,133.907227,ExtraTreesClassifier,0.998653,0.998654,0.998653,0.998653,0.998547,0.909992,0.910084,0.909992,0.909898,0.877001
0.5Hz,105,DecisionTreeClassifier,0.854192,0.854196,0.854192,0.854192,0.708388,0.540000,133.907227,ExtraTreesClassifier,0.997653,0.997663,0.997653,0.997654,0.997470,0.853131,0.853411,0.853131,0.853216,0.799526
0.5Hz,105,DecisionTreeClassifier,0.917562,0.917572,0.917562,0.917562,0.835134,0.760000,133.907227,ExtraTreesClassifier,0.999132,0.999132,0.999132,0.999132,0.999063,0.917182,0.917315,0.917182,0.917177,0.886642
0.5Hz,105,DecisionTreeClassifier,0.864919,0.864922,0.864919,0.864919,0.729841,0.580000,133.907227,ExtraTreesClassifier,0.998710,0.998711,0.998710,0.998710,0.998608,0.864321,0.864933,0.864321,0.864426,0.814410
0.5Hz,105,DecisionTreeClassifier,0.926830,0.926831,0.926830,0.926830,0.853661,0.620000,133.907227,ExtraTreesClassifier,0.997964,0.997966,0.997964,0.997964,0.997799,0.925812,0.926011,0.925812,0.925751,0.898502
0.5Hz,120,DecisionTreeClassifier,0.950607,0.950608,0.950607,0.950607,0.901215,0.800000,133.907227,ExtraTreesClassifier,0.998387,0.998389,0.998387,0.998387,0.998259,0.949839,0.949972,0.949839,0.949813,0.931404
0.5Hz,120,DecisionTreeClassifier,0.918487,0.918489,0.918487,0.918487,0.836976,0.720000,133.907227,ExtraTreesClassifier,0.998705,0.998705,0.998705,0.998705,0.998602,0.917868,0.918201,0.917868,0.917739,0.887837
0.5Hz,120,DecisionTreeClassifier,0.911680,0.911682,0.911680,0.911680,0.823362,0.640000,133.907227,ExtraTreesClassifier,0.998366,0.998368,0.998366,0.998367,0.998238,0.910909,0.910992,0.910909,0.910863,0.878336
0.5Hz,120,DecisionTreeClassifier,0.885676,0.885679,0.885676,0.885676,0.771355,0.620000,133.907227,ExtraTreesClassifier,0.998849,0.998849,0.998849,0.998848,0.998755,0.885166,0.885385,0.885166,0.885174,0.843116
0.5Hz,120,DecisionTreeClassifier,0.898682,0.898682,0.898682,0.898682,0.797365,0.680000,133.907227,ExtraTreesClassifier,0.998994,0.998995,0.998994,0.998994,0.998912,0.898230,0.898526,0.898230,0.898235,0.860832
0.5Hz,120,DecisionTreeClassifier,0.935923,0.935924,0.935923,0.935923,0.871847,0.660000,133.907227,ExtraTreesClassifier,0.998503,0.998505,0.998503,0.998503,0.998384,0.935282,0.935371,0.935282,0.935277,0.911495
0.5Hz,120,DecisionTreeClassifier,0.910628,0.910630,0.910628,0.910628,0.821258,0.600000,133.907227,ExtraTreesClassifier,0.998779,0.998780,0.998779,0.998779,0.998683,0.910059,0.910389,0.910059,0.909991,0.877199
0.5Hz,120,DecisionTreeClassifier,0.866740,0.866742,0.866740,0.866740,0.733482,0.560000,133.907227,ExtraTreesClassifier,0.997834,0.997844,0.997834,0.997835,0.997665,0.865738,0.866001,0.865738,0.865818,0.816424
0.5Hz,120,DecisionTreeClassifier,0.921063,0.921063,0.921063,0.921063,0.842126,0.760000,133.907227,ExtraTreesClassifier,0.998860,0.998861,0.998860,0.998860,0.998770,0.920493,0.920704,0.920493,0.920536,0.891308
0.5Hz,120,DecisionTreeClassifier,0.868156,0.868162,0.868156,0.868156,0.736318,0.580000,133.907227,ExtraTreesClassifier,0.998836,0.998836,0.998836,0.998836,0.998743,0.867684,0.867951,0.867684,0.867609,0.818926
0.5Hz,120,DecisionTreeClassifier,0.926589,0.926589,0.926589,0.926589,0.853178,0.540000,133.907227,ExtraTreesClassifier,0.998017,0.998021,0.998017,0.998017,0.997857,0.925597,0.925651,0.925597,0.925519,0.898242
0.5Hz,135,DecisionTreeClassifier,0.953103,0.953105,0.953103,0.953103,0.906208,0.820000,133.907227,ExtraTreesClassifier,0.998540,0.998544,0.998540,0.998540,0.998425,0.952450,0.952567,0.952450,0.952462,0.934978
0.5Hz,135,DecisionTreeClassifier,0.920323,0.920323,0.920323,0.920323,0.840646,0.700000,133.907227,ExtraTreesClassifier,0.998673,0.998675,0.998673,0.998673,0.998568,0.919732,0.919945,0.919732,0.919629,0.890257
0.5Hz,135,DecisionTreeClassifier,0.913405,0.913408,0.913405,0.913404,0.826812,0.600000,133.907227,ExtraTreesClassifier,0.998760,0.998761,0.998760,0.998760,0.998662,0.912830,0.912986,0.912830,0.912806,0.880977
0.5Hz,135,DecisionTreeClassifier,0.899004,0.899018,0.899004,0.899003,0.798022,0.680000,133.907227,ExtraTreesClassifier,0.999109,0.999110,0.999109,0.999109,0.999037,0.898608,0.898708,0.898608,0.898581,0.861083
0.5Hz,135,DecisionTreeClassifier,0.897400,0.897413,0.897400,0.897399,0.794813,0.680000,133.907227,ExtraTreesClassifier,0.999246,0.999246,0.999246,0.999246,0.999184,0.897023,0.897300,0.897023,0.897032,0.858915
0.5Hz,135,DecisionTreeClassifier,0.936351,0.936351,0.936351,0.936351,0.872702,0.660000,133.907227,ExtraTreesClassifier,0.998717,0.998718,0.998717,0.998717,0.998615,0.935709,0.935829,0.935709,0.935727,0.912095
0.5Hz,135,DecisionTreeClassifier,0.911993,0.911993,0.911993,0.911993,0.823986,0.620000,133.907227,ExtraTreesClassifier,0.998568,0.998569,0.998568,0.998568,0.998456,0.911319,0.911577,0.911319,0.911252,0.878769
0.5Hz,135,DecisionTreeClassifier,0.873554,0.873554,0.873554,0.873553,0.747108,0.560000,133.907227,ExtraTreesClassifier,0.998342,0.998348,0.998342,0.998342,0.998213,0.872822,0.872731,0.872822,0.872758,0.826316
0.5Hz,135,DecisionTreeClassifier,0.924839,0.924841,0.924839,0.924838,0.849680,0.740000,133.907227,ExtraTreesClassifier,0.998643,0.998645,0.998643,0.998643,0.998536,0.924214,0.924426,0.924214,0.924231,0.896339
0.5Hz,135,DecisionTreeClassifier,0.877077,0.877081,0.877077,0.877076,0.754158,0.560000,133.907227,ExtraTreesClassifier,0.998930,0.998931,0.998930,0.998930,0.998845,0.876589,0.876614,0.876589,0.876518,0.831499
0.5Hz,135,DecisionTreeClassifier,0.944968,0.944968,0.944968,0.944968,0.889937,0.640000,133.907227,ExtraTreesClassifier,0.998285,0.998287,0.998285,0.998286,0.998146,0.944138,0.944292,0.944138,0.944128,0.923625
0.5Hz,150,DecisionTreeClassifier,0.961438,0.961441,0.961438,0.961438,0.922879,0.820000,133.907227,ExtraTreesClassifier,0.998771,0.998772,0.998771,0.998770,0.998674,0.960862,0.960965,0.960862,0.960861,0.946467
0.5Hz,150,DecisionTreeClassifier,0.929282,0.929285,0.929282,0.929282,0.858567,0.720000,133.907227,ExtraTreesClassifier,0.998438,0.998440,0.998438,0.998438,0.998314,0.928631,0.928946,0.928631,0.928614,0.902539
0.5Hz,150,DecisionTreeClassifier,0.926201,0.926207,0.926201,0.926201,0.852408,0.700000,133.907227,ExtraTreesClassifier,0.998881,0.998881,0.998881,0.998881,0.998792,0.925687,0.925760,0.925687,0.925658,0.898319
0.5Hz,150,DecisionTreeClassifier,0.914023,0.914024,0.914023,0.914023,0.828047,0.640000,133.907227,ExtraTreesClassifier,0.999074,0.999074,0.999074,0.999074,0.998999,0.913576,0.913745,0.913576,0.913574,0.881862
0.5Hz,150,DecisionTreeClassifier,0.908042,0.908042,0.908042,0.908042,0.816083,0.660000,133.907227,ExtraTreesClassifier,0.999246,0.999247,0.999246,0.999246,0.999184,0.907715,0.907920,0.907715,0.907705,0.873788
0.5Hz,150,DecisionTreeClassifier,0.939914,0.939915,0.939914,0.939914,0.879830,0.720000,133.907227,ExtraTreesClassifier,0.997933,0.997935,0.997933,0.997933,0.997768,0.938952,0.938956,0.938952,0.938924,0.916520
0.5Hz,150,DecisionTreeClassifier,0.898580,0.898620,0.898580,0.898578,0.797201,0.640000,133.907227,ExtraTreesClassifier,0.998626,0.998626,0.998626,0.998626,0.998518,0.897946,0.898495,0.897946,0.897915,0.860113
0.5Hz,150,DecisionTreeClassifier,0.901930,0.901930,0.901930,0.901930,0.803860,0.520000,133.907227,ExtraTreesClassifier,0.998112,0.998115,0.998112,0.998112,0.997965,0.901063,0.901102,0.901063,0.900940,0.864835
0.5Hz,150,DecisionTreeClassifier,0.932219,0.932219,0.932219,0.932219,0.864438,0.740000,133.907227,ExtraTreesClassifier,0.999349,0.999349,0.999349,0.999349,0.999297,0.931975,0.932030,0.931975,0.931971,0.907028
0.5Hz,150,DecisionTreeClassifier,0.877081,0.877096,0.877081,0.877079,0.754177,0.560000,133.907227,ExtraTreesClassifier,0.998773,0.998773,0.998773,0.998773,0.998676,0.876514,0.876797,0.876514,0.876522,0.830889
0.5Hz,150,DecisionTreeClassifier,0.940950,0.940950,0.940950,0.940950,0.881900,0.580000,133.907227,ExtraTreesClassifier,0.998017,0.998030,0.998017,0.998019,0.997857,0.939958,0.939985,0.939958,0.939923,0.917862
0.5Hz,165,DecisionTreeClassifier,0.962321,0.962323,0.962321,0.962321,0.924644,0.800000,133.907227,ExtraTreesClassifier,0.998925,0.998926,0.998925,0.998924,0.998839,0.961822,0.961943,0.961822,0.961836,0.947845
0.5Hz,165,DecisionTreeClassifier,0.926820,0.926820,0.926820,0.926820,0.853639,0.780000,133.907227,ExtraTreesClassifier,0.998725,0.998726,0.998725,0.998724,0.998623,0.926225,0.926537,0.926225,0.926183,0.899171
0.5Hz,165,DecisionTreeClassifier,0.926246,0.926248,0.926246,0.926246,0.852494,0.660000,133.907227,ExtraTreesClassifier,0.998639,0.998640,0.998639,0.998639,0.998531,0.925687,0.925848,0.925687,0.925688,0.898392
0.5Hz,165,DecisionTreeClassifier,0.906917,0.906920,0.906917,0.906916,0.813837,0.640000,133.907227,ExtraTreesClassifier,0.998938,0.998939,0.998938,0.998938,0.998852,0.906419,0.906525,0.906419,0.906420,0.872147
0.5Hz,165,DecisionTreeClassifier,0.912769,0.912775,0.912769,0.912769,0.825544,0.700000,133.907227,ExtraTreesClassifier,0.999044,0.999045,0.999044,0.999044,0.998967,0.912342,0.912492,0.912342,0.912313,0.880272
0.5Hz,165,DecisionTreeClassifier,0.947648,0.947648,0.947648,0.947648,0.895296,0.660000,133.907227,ExtraTreesClassifier,0.998218,0.998221,0.998218,0.998218,0.998076,0.946757,0.946856,0.946757,0.946753,0.927227
0.5Hz,165,DecisionTreeClassifier,0.906897,0.906899,0.906897,0.906897,0.813796,0.640000,133.907227,ExtraTreesClassifier,0.998450,0.998451,0.998450,0.998450,0.998328,0.906246,0.906551,0.906246,0.906203,0.871949
